container_id,n_points,wpe_m4_t1
c_12562,2302,0.5408816663925428
c_12596,2296,0.522554370663961
c_12604,2300,0.5099890875552847
c_12607,2284,0.6208488032137663
c_12645,2286,0.5769558251342619
c_12670,2292,0.5946997897874415
c_12674,2289,0.5322006554519868
c_12689,2284,0.5954158990508476
c_12691,2298,0.5732952143864753
c_12695,2297,0.4715665215334387
c_12701,2294,0.43658553715634363
c_12715,2249,0.5809870224081537
c_12722,853,0.5230379481009348
c_1277,2259,0.6033943660396616
c_12774,2297,0.594960328324996
c_12775,2286,0.6779680600268162
c_12782,2299,0.6166379931674009
c_12792,2298,0.5836025566126363
c_12798,2285,0.5424123708111354
c_12814,2291,0.5197547690924583
c_12819,2300,0.5609500638955386
c_12831,2298,0.5478259241234049
c_12839,2301,0.5417636794767742
c_12840,2300,0.603090705317519
c_12859,2303,0.5419116361027216
c_12879,2303,0.5508935851632709
c_12894,2248,0.5480974576574391
c_12896,2299,0.6139963512883744
c_12903,2303,0.5553479254469731
c_12910,2299,0.5456041254840895
c_12931,2298,0.5808634475462711
c_12935,2298,0.5938002282496224
c_12954,2301,0.5469943394142682
c_12959,2300,0.635401449848163
c_12962,2303,0.5374361783969797
c_12981,2299,0.5746549678871321
c_12991,2256,0.579060602789652
c_13013,2294,0.5397545002787729
c_13025,2299,0.621329605379617
c_1304,2294,
c_13045,2283,0.6604463933816811
c_1306,2302,
c_13073,859,0.6361935847152304
c_13083,2302,0.5948366174939445
c_13086,2300,0.5736019366452947
c_13122,2288,0.6145295112722076
c_13131,2301,
c_13141,2255,0.3894198255594242
c_13165,2302,0.635507926382211
c_13171,2285,0.5735482941213743
c_13187,2283,0.5574284205219808
c_13200,2285,0.682518104154855
c_13204,2297,0.5430495173790914
c_13210,2282,0.4868185153885464
c_13231,2298,0.5480168980335658
c_13290,2298,0.5315930620857033
c_13298,2293,0.5551980960088198
c_13314,2304,0.5579488029864585
c_13323,2288,0.6091024491572873
c_13326,2300,0.3894198255594242
c_13329,2297,0.5835755307831733
c_13334,2275,0.6223837237451533
c_13348,2291,0.4827047974544148
c_13357,2300,0.532645383482281
c_1339,2294,0.4198783652228412
c_13396,2303,0.5042793608237597
c_1340,2279,0.6274243572638083
c_13416,2296,0.43257676837717274
c_13453,2299,0.4959179414176797
c_13459,2299,0.5983028553693351
c_1348,2281,0.5834105793254156
c_1349,2279,0.547900020109675
c_13497,2268,0.5604041848980644
c_13518,2284,0.4444316205538026
c_13539,2292,0.527161926802653
c_13541,2302,0.4262361540102113
c_13595,2289,0.5779044127941975
c_136,2302,0.4617941995292206
c_13606,569,0.5621865541093182
c_13628,2300,0.5605010387256615
c_13665,2299,0.6044661283564623
c_13666,2292,0.6105069749724934
c_13676,2298,0.5357521557759811
c_13677,2302,0.5049332944741374
c_13678,2297,0.5359101411922019
c_13687,2283,0.47470428039183654
c_13692,2303,0.49698970705992773
c_1373,851,0.5497228627379283
c_13749,2303,0.4455226327509684
c_13760,2304,0.5127382280172353
c_13762,2295,0.5763305432874767
c_13770,2303,0.6336143314137059
c_13773,2301,0.5710564189908838
c_13808,2249,0.6272116659471926
c_13823,2285,0.5738175590322177
c_13828,2304,0.5331186547710193
c_13832,2278,0.5481720348690537
c_13842,861,0.5802191201318736
c_13864,573,0.5586118440801536
c_13866,2275,0.5886809386445079
c_13876,2300,0.595213107182989
c_13880,2299,0.5889662999429129
c_13899,2298,0.3894198255594242
c_13906,2299,0.44952257167536613
c_13916,854,0.5934985099189575
c_13919,2284,0.5300071315993535
c_13920,2302,0.5281280187957742
c_13949,2279,0.5297483456885071
c_13979,2297,0.6227986729984977
c_13980,864,0.6152401873115327
c_1399,2295,0.6361123211700297
c_13991,2299,0.5339118192786141
c_13992,863,0.6276654123735756
c_14009,2295,0.60110210574996
c_1401,2296,0.639652247073287
c_14027,2299,0.5154708798694173
c_14035,2181,0.47922349889011134
c_14045,2301,0.4995306968816225
c_14049,2299,0.6066542771884252
c_14064,2285,0.5614805457727736
c_14084,2302,0.4871440746519527
c_1409,2259,0.6429693629307295
c_14106,2284,0.4198783652228412
c_14107,2291,0.5273586715838624
c_14122,2299,0.6166413090045624
c_14125,2298,0.5626307485296966
c_14133,2292,0.4398177604500414
c_14140,2280,0.5698846164616609
c_14169,2294,0.5864469079561233
c_14185,2268,0.5472144758355681
c_14210,2302,0.5390580810807184
c_1422,2303,0.5917166836889343
c_14233,2301,0.5800714341261117
c_14236,2302,0.6268294561921611
c_14257,2296,0.5142065418525298
c_14258,2279,0.5429212967630936
c_1426,2302,0.5460129308401168
c_14275,2292,0.5624091036185204
c_14294,2295,0.582590599338817
c_14347,2295,0.6485165174652537
c_14387,2293,0.49723399996442724
c_14391,2288,0.6002886109896842
c_14397,2304,0.5613195722117973
c_14399,2301,0.62411689727426
c_1441,575,0.48194191233424594
c_14429,2302,0.5554549752136598
c_14433,2297,0.3894198255594242
c_14434,857,0.563433464716021
c_14446,2259,0.47819389095269793
c_14469,2297,0.6277269220921157
c_14472,2301,
c_14477,2299,0.47663828691232374
c_14478,2297,0.6181321382012512
c_14485,2013,0.5121319241592582
c_145,2269,0.6749629067672822
c_14516,2283,0.5322389148477725
c_14530,2297,0.6174730999872443
c_14537,2301,0.5960949277626028
c_14538,2303,0.552233793889494
c_14558,2298,0.5411633916316702
c_14591,2273,0.49024253973615095
c_14621,2279,0.6222385262618132
c_14643,2288,0.5771757996320929
c_14666,2293,0.48821990199981996
c_14668,2286,0.6065716695876191
c_14670,2296,0.556589002562526
c_14712,2303,0.603158059499015
c_14723,2293,0.5783938426957499
c_14725,2295,0.5758923963896999
c_14732,2300,0.5684905693019715
c_14733,2297,0.6252595997162788
c_14737,2288,0.5093986755430082
c_14738,2301,
c_14739,2291,0.5373512139983264
c_14748,836,0.5685026952760392
c_1483,2302,0.6014192802393533
c_14833,2286,0.5226273565027351
c_14842,2286,0.3894198255594242
c_14852,2291,0.5623257394922444
c_14864,2279,0.516388777829129
c_14865,2275,0.4817905251451397
c_14884,2299,0.5332228174212907
c_1492,2292,0.6677437723371782
c_14921,2303,0.5256268559533098
c_14937,2293,0.5911450923489545
c_14955,2302,0.4529405096247059
c_14963,2298,0.5487090640778887
c_14964,2297,0.6826747139326002
c_14968,2298,0.5951081023591445
c_14980,845,0.5173722527683958
c_14989,854,0.6878531837457275
c_14998,2283,0.5900486154628832
c_1502,847,0.5227948785287299
c_15023,2287,0.5517567115819694
c_15049,2303,0.686063433239615
c_15072,2302,0.5608855352078779
c_15077,2304,0.5875283380640903
c_15078,845,0.5372868902992681
c_15095,2271,0.5689925025580684
c_15100,572,0.5969854499564347
c_15112,2292,0.5189670055358899
c_15163,2291,0.5512198010680422
c_1519,2240,0.5409966601784547
c_15190,2298,0.5941153037956304
c_15208,2297,0.5914985039755554
c_15209,2298,0.5359074281709427
c_15215,2303,0.5887596533804149
c_1524,2275,0.6304364504336096
c_15241,2301,0.6063681268888499
c_15271,2301,0.5286913350283466
c_15279,2301,0.43843801740488186
c_15294,2304,0.4611345854660478
c_15305,2302,0.5114556844351682
c_15316,2301,0.6157532816409454
c_15329,2285,0.5513896946427702
c_1537,2303,0.6023083830622654
c_15391,2302,0.6300925895478978
c_15405,2300,0.5114309878743206
c_15408,2303,0.5605703133272893
c_15440,2303,
c_15447,2299,0.5890874809949908
c_15452,2279,0.5668748595728221
c_15468,2304,0.7056777476905689
c_15498,2297,0.501821579148879
c_15501,2278,0.5269198362775532
c_15510,2293,0.6039101536592741
c_1553,2300,0.6113346743507863
c_15543,2303,0.5904406213837158
c_15548,2302,0.5803085921344294
c_15556,553,0.5373270075628253
c_1557,2296,0.5899848031866487
c_15594,2291,0.5608866154843167
c_15599,2300,0.5020476425862561
c_156,2296,0.570383021616712
c_15602,2301,0.5461488894831658
c_15606,2295,0.4614579348341277
c_15607,2300,0.5524400997285525
c_15612,2295,0.605299161845124
c_15637,2298,0.5269847221710864
c_15651,2301,0.5625955040533264
c_15674,2279,0.5660652746129885
c_1568,2303,0.5920906985224377
c_15688,2300,0.5599343070686135
c_15736,2299,0.59458954897464
c_15773,2303,0.5687167841344213
c_15774,2275,0.5415710644819024
c_15796,2301,0.6243296824847347
c_15803,2280,0.53132148606759
c_15805,2302,0.5096415678923296
c_1581,2287,
c_15816,2288,0.47952049807615443
c_15821,2288,0.5708275566126941
c_1584,2301,0.5228439323983051
c_15846,2293,0.5468066357478175
c_15889,2302,0.5874100842998605
c_15893,2225,0.6069907340918713
c_15902,2294,0.5679638168531419
c_15927,1435,0.6097149401094168
c_15934,2301,0.6207628477477897
c_1594,2288,0.5830277556328702
c_15971,1437,0.5670062798830804
c_16,2295,0.6230777436571248
c_16018,2274,0.5586112521744163
c_16021,2302,0.6182262441000316
c_16026,2300,0.5680700088446315
c_16027,2300,0.48037391936741863
c_16035,2284,0.5661533182726202
c_16048,2299,0.5953516154448016
c_16054,2304,0.6126920284141355
c_16056,2300,0.5133896042782873
c_16069,2295,0.5281243661527613
c_1609,2284,0.45734685540761894
c_16092,2298,0.5633501804500824
c_16109,2303,0.5935290821705532
c_16114,2285,0.6083137507597395
c_16148,2291,0.4603542388208879
c_16149,2301,0.5887638300966984
c_1615,2303,
c_1616,2298,0.5908258891322465
c_16169,2051,0.5551346531660691
c_16186,2300,0.4473825852137461
c_16201,862,0.5638556228694735
c_16241,2288,0.5370413290375087
c_16242,2301,0.5654319148672595
c_16243,2260,0.5529514676293604
c_16247,2296,0.6066333596086402
c_16253,2278,0.5107041582171734
c_16255,2293,0.5583462423514672
c_16287,2301,0.5336429771712478
c_16289,2283,
c_16301,2301,0.5016115579585412
c_16304,2303,0.5598322831277232
c_16324,2297,0.6255807046702868
c_1635,2280,0.6412526152373033
c_16351,2301,0.6046914630055819
c_16352,2271,0.6011050439305562
c_16363,853,0.5616278091870999
c_16384,2297,0.6048128135707713
c_16395,2298,0.5989061312589075
c_16406,2299,0.6147541828891209
c_16441,2288,0.542969446928639
c_16467,2275,0.5877466528228926
c_16474,574,0.4694163136035384
c_16483,2302,0.49648716416244426
c_16484,2276,0.598515871651736
c_16492,2284,0.41629397224006287
c_16500,2302,0.5388845725394448
c_16504,2291,0.5327331395193106
c_16516,2273,0.5333112639505857
c_16538,2289,0.6107671230998163
c_1655,2293,0.5943967155010578
c_16563,2300,0.525968278279607
c_16567,2298,0.5841916908078042
c_16570,2294,0.5639666712408492
c_16573,2297,0.5051830177297685
c_16593,2302,0.5919374565235156
c_16607,2295,0.5854934570624469
c_16651,2227,0.5706119609192196
c_16662,2300,0.6013276298766366
c_16683,2301,0.5983651647306711
c_16685,2298,0.47101336572966923
c_16710,2292,0.497693149664289
c_16723,2300,0.6148192146642603
c_16737,2301,0.5832373142247071
c_16745,2291,0.59147032268401
c_16750,2301,0.588039216818207
c_16751,2293,0.44320130654652035
c_16753,2301,0.48008308200942135
c_16782,2291,0.5831158282560064
c_16783,2284,0.5612750443905544
c_16794,2293,0.6146793852852419
c_16799,2297,0.532965230051651
c_16802,2298,0.5985264386216256
c_16803,2268,0.5737375573206596
c_16831,2304,0.4362085839710631
c_16834,2303,0.535238253645112
c_16836,2291,0.6206308044079205
c_16862,2296,0.6189638497441645
c_16870,2296,0.6236295392050119
c_16912,2292,0.6159082876466132
c_16917,2303,0.6060089114689073
c_16925,2283,0.4535549103481395
c_16937,2280,0.5188457656205889
c_16951,574,0.5598313091122109
c_16965,2302,0.557253440366189
c_16968,2290,0.24051270663566626
c_16974,2299,0.56309182364623
c_1698,2292,0.6389310875056363
c_16984,2299,0.5381476077193355
c_16988,2295,0.5727575197808159
c_17011,573,0.5444547335090054
c_1702,2298,0.5853247093645112
c_17023,2299,0.3894198255594242
c_17028,2290,0.626189512921291
c_17058,2303,0.6613279503337515
c_17066,2298,0.5833211780081645
c_17067,2293,0.5348246003727657
c_1707,2301,0.49146786088840566
c_17077,2302,0.5012782380613332
c_17089,2303,0.5598304531828642
c_17114,2265,0.6205904799277671
c_17121,2301,0.5695219699644354
c_17124,2268,0.5640726225544692
c_17126,1423,0.5468582685304321
c_17136,2302,0.5444018228991588
c_17155,2302,0.5732314131182878
c_17156,571,0.44040849795842646
c_17188,2303,0.5498464630656056
c_17193,2297,0.6433253753118637
c_17199,2304,0.6171624571732245
c_17208,856,0.5813581762988392
c_17213,862,0.5642450670661099
c_17248,2304,0.4176467861994117
c_17250,2301,0.5538786083843565
c_17272,2303,
c_17273,2283,0.6056950991899127
c_17295,2304,0.5440928448660689
c_17297,2302,0.5123344508300172
c_17311,2251,0.574044381326562
c_17312,2300,0.5697640593512574
c_17316,2297,0.6023675249885952
c_17338,1719,0.6123253393476792
c_17363,2302,0.5728701920773482
c_17365,2302,0.4521863165152511
c_17387,2300,0.6240836711299405
c_17397,2303,0.5658135931128807
c_1741,2304,0.5710937814955821
c_1742,2296,0.60568576459345
c_17430,2302,0.5249350962041031
c_17432,2297,0.4999743435854993
c_17439,2284,
c_17444,2301,0.4821165290269376
c_17465,846,0.5831087114956345
c_1747,2298,0.6349326617121103
c_17471,2294,0.6115210592808588
c_17474,2296,0.6198626420391599
c_17475,2300,0.6229319986876095
c_17511,2297,0.49169423120592287
c_17518,2286,0.5529148665869577
c_17520,2292,0.6438768279432453
c_17530,2297,0.5703473394228595
c_17531,856,0.4988845146869522
c_17558,2297,0.502051583893913
c_1757,2251,0.5071997964349343
c_17570,860,0.4346342469629928
c_17591,2302,0.5652378566900857
c_17610,2300,0.5584989839422262
c_17625,2300,0.5959080837981725
c_17632,574,0.5328904262902192
c_17633,2295,0.6465379525251069
c_17664,861,0.5921200067891338
c_1767,2295,0.5685306132322676
c_17679,2281,0.5046745719588255
c_1768,2298,0.5444812038029084
c_17736,2271,0.6375563954673586
c_17752,2298,0.5987594577067858
c_1777,2253,0.4566338570920246
c_17771,2296,0.5813835442897819
c_17776,2296,0.3894198255594242
c_17791,2303,0.5343291366669914
c_17804,2301,0.5276379134451299
c_17812,2302,0.5318247887778155
c_17818,2298,0.5215641073272729
c_17826,2303,0.5657649504335662
c_17837,2283,0.4362085839710631
c_17847,2303,0.5790298531002726
c_17858,2304,0.558246268624693
c_17899,575,0.5378589046781385
c_17904,2300,0.5426135675850876
c_17929,2298,0.5834672094237474
c_17942,2295,0.5252846140240531
c_17953,860,0.5643480010454034
c_17970,2289,0.5739491029364951
c_17979,2288,0.5694883611772054
c_1798,2291,0.5925657626915136
c_18004,2302,0.562979657994811
c_1801,2223,0.5682245035087842
c_18014,2290,0.6372436703650566
c_18021,2299,
c_18027,2303,0.5633282292487345
c_18030,859,0.5792959296684516
c_18057,2294,0.5566597010673384
c_18086,2250,0.4362085839710631
c_18091,2301,0.5800271495250723
c_18104,2303,0.6532975403678285
c_18123,2292,0.6076149216751561
c_18137,2304,0.6331254755492958
c_18138,2293,0.5829094776995535
c_18147,2269,0.5816362056659583
c_18158,2298,0.5080885727996481
c_18169,2294,0.6355975290367953
c_18194,2302,0.5358504421606667
c_18212,2297,0.5584005746347033
c_18217,2283,0.5952346334840191
c_18239,2302,0.5757354339678347
c_18244,2303,0.6290241442982616
c_18250,2302,0.6015133636227731
c_1827,2292,
c_18286,2298,0.4816416597414885
c_18294,2304,0.5949220080986896
c_18299,2300,0.5324551441051104
c_1835,2295,0.5513502811420461
c_18352,2298,0.5232732685301387
c_1836,2303,0.5260392547395609
c_18362,2304,
c_18383,2283,0.5487465521461745
c_1839,2293,0.5676561598731116
c_18406,2258,0.5757453568014294
c_18422,2303,0.6095690819852958
c_18426,2298,0.478096101482378
c_1849,2275,0.5327936330229222
c_18503,2302,0.5297257781861037
c_18509,2235,
c_18512,1725,0.46231325380720495
c_18522,2288,0.48917932725613755
c_18544,2297,0.5825557438331916
c_18548,2303,0.5861503786663698
c_18549,2298,0.6586550183613876
c_18555,2302,0.501827462650791
c_18558,864,0.49665646773795025
c_18581,2292,0.5549373022250332
c_18600,2301,0.5830603898667167
c_18638,2259,0.4494071074126464
c_18645,2302,
c_18677,2301,0.6241435822336343
c_18678,2303,0.6117382661823129
c_18705,2292,0.49394995759615823
c_18728,2301,0.4362085839710631
c_18733,2297,0.5441548357028381
c_18752,2264,0.5770072982709518
c_18753,2290,0.5651106855117682
c_18771,2245,0.5640115808703869
c_18779,572,0.5423953648047121
c_1878,569,0.6494619633107346
c_18781,2300,0.5767775427687897
c_18783,2293,0.5378859301486046
c_18798,2301,
c_18808,2295,0.540842272528965
c_18815,2303,0.5890779746545594
c_18821,2299,0.4792845397817457
c_18830,2295,0.6091887145065853
c_18834,1723,0.5874061756504254
c_18844,2303,0.5553697904832648
c_18852,2290,0.5962365556753759
c_1886,2298,0.5599502388281251
c_18864,2297,0.6057069175256875
c_18876,2302,0.5931343828338814
c_18883,2255,0.5265013545090728
c_18885,2299,0.5602792286079084
c_18901,2297,0.5539772150844718
c_18904,2304,0.5045112464455694
c_18918,2296,0.5924337513136896
c_18943,2276,0.5802672222175819
c_18948,2300,0.5651386223507855
c_18950,2302,0.5495566163689198
c_18960,2262,0.5822890893249387
c_19017,863,0.5232478057699697
c_1902,2271,0.4653355359396749
c_19032,2301,0.6012591791854084
c_19035,2289,0.5529777746101979
c_19117,2298,0.5494973032249276
c_19138,2300,0.47165212305544263
c_1914,572,0.6020157065802467
c_19141,2294,
c_19153,574,0.43433989330649275
c_19169,2299,0.49224512195415465
c_1917,2283,0.5794995195859824
c_19207,2287,0.6416779731570558
c_19208,2288,0.587354927388068
c_19212,2284,0.5104172237593465
c_19292,2303,0.5146424669757692
c_19297,2294,0.5735543513844698
c_19300,2301,0.5282566718625686
c_19317,2299,0.5801401561636872
c_19341,2260,0.582482565942904
c_1935,2300,0.5675856393179103
c_19356,2291,0.6081559796997699
c_19369,2288,0.5460629725710594
c_19374,2300,0.4362085839710631
c_19375,2285,0.5681644667073683
c_19377,2293,
c_19388,2301,0.5068368466181459
c_19390,571,0.5206121607555961
c_19396,2300,0.537219278879304
c_19400,2283,0.5597524131380642
c_19401,572,0.5894283560599464
c_1941,2299,0.5291215821956482
c_19421,857,0.5482923471793555
c_19433,2297,0.5853326747249393
c_19449,2304,0.5128836983846637
c_19457,2275,0.5624254889345017
c_19459,2167,0.5524683565037313
c_19464,2296,0.5842674471597928
c_19492,2293,0.563838963134685
c_19497,2299,0.6377829189081502
c_19525,2302,0.5663939869649197
c_1953,2290,
c_19540,2300,0.5892647017689912
c_19552,2299,0.5117815406815568
c_19572,571,0.4221532477979752
c_19573,2292,0.5193991993823798
c_19588,2302,0.5972832583582844
c_1960,2299,0.5421990667563371
c_19620,2286,0.5669070725761503
c_19628,862,0.5774063913594865
c_19640,2296,0.4917576749126597
c_19646,2263,0.5931985063840903
c_19656,2281,0.5719161904320087
c_19664,2301,0.5773009265223769
c_19666,2301,0.6300192878857317
c_1968,2280,0.5813716081123599
c_19685,2266,0.5893488685177838
c_19689,2288,0.6035669564513828
c_19713,2303,0.45310258509864343
c_19714,2301,0.5272639241327846
c_19715,2302,0.567032538023127
c_19736,2273,0.6158676796414732
c_19737,861,0.5571223231245386
c_19747,2303,0.5718167198232423
c_19748,2302,0.5497561871770662
c_19756,2301,0.5882259877072923
c_19760,2301,0.4956135208968391
c_19769,2296,
c_19770,2298,0.5771150764295859
c_19774,2295,0.5779423417000016
c_19786,860,0.5458812352615072
c_19811,2292,0.5943008547994107
c_19829,2271,0.4362085839710631
c_19836,2297,0.461558066163322
c_19853,2294,0.5830462087059377
c_19855,2289,0.570789508829891
c_19900,2290,0.5708153917414504
c_19912,2299,0.6766754760061265
c_19924,2302,0.6339513175336217
c_19937,2298,0.6340802055515788
c_19957,2284,0.5703140365471553
c_19958,2273,
c_20001,2293,0.5632847453555417
c_20002,2295,0.6631755815557009
c_20018,1432,0.5805543115968848
c_20020,2303,0.555080886786912
c_20031,2299,0.5351011645018289
c_20038,2244,0.5546408848418186
c_20044,2302,0.6040344609476076
c_2007,2299,0.5701326161802114
c_20079,2301,0.5191589949020579
c_20117,862,0.5235183056861126
c_20118,862,0.5943936392301067
c_20145,2281,0.6185096135795428
c_2015,850,0.5655278201403227
c_20151,2301,0.5729836712773575
c_20164,2302,0.5206693644365125
c_20249,2301,0.6113995048146211
c_20260,2289,0.5787117492326121
c_2027,2284,0.5219550070087823
c_20280,2302,0.5787896003666443
c_20301,862,0.5873318619235726
c_20315,2299,0.623545067513205
c_20317,2301,0.5875311861212122
c_20335,2296,0.5393287938238984
c_20348,2298,0.527001308128579
c_20350,2300,0.5994383346296215
c_2037,2303,0.5152455608705686
c_20427,2287,0.6276745472696712
c_20435,2289,0.5957651312341696
c_20444,2300,
c_20488,2293,0.5236467254453883
c_20491,2289,0.4198783652228412
c_20494,2299,0.5578917216397404
c_20503,858,0.5466345462758448
c_20505,2290,0.5515635770352872
c_20539,2290,0.5481766419091046
c_20547,2302,0.6114646372809668
c_2055,2300,0.5218945969127184
c_2057,2299,0.5931156901627799
c_20582,2301,
