container_id,dataset,horizon,horizon_min,label,best_r2,second_best_r2,margin,n_candidates,nnls,chronos2,timesfm,granite_ttm
bb_189,bitbrains,h060,60,timesfm,-0.03614617001849907,-0.05055460691033242,0.014408436891833354,4,-0.11276535318516245,-0.05055460691033242,-0.03614617001849907,-0.16123999224366892
bb_189,bitbrains,h120,120,chronos2,-0.05805061180312743,-0.06324088941584871,0.0051902776127212835,4,-0.9662090184390113,-0.05805061180312743,-0.06324088941584871,-0.6806797152861914
bb_190,bitbrains,h010,10,granite_ttm,0.3155335432852917,0.27042828647909445,0.04510525680619726,4,0.27042828647909445,0.26717445704961806,0.15904623348495583,0.3155335432852917
bb_190,bitbrains,h030,30,chronos2,0.11060969064285453,0.03880739123183985,0.07180229941101468,4,-0.4998277170774845,0.11060969064285453,-0.022742617447912172,0.03880739123183985
bb_190,bitbrains,h060,60,timesfm,-0.033765527511243176,-0.03968194587885576,0.005916418367612586,4,-0.1817294015053339,-0.03968194587885576,-0.033765527511243176,-0.09334428774954695
bb_190,bitbrains,h120,120,timesfm,-0.05712677068477112,-0.057767930375837384,0.000641159691066262,4,-1.9268561647279068,-0.057767930375837384,-0.05712677068477112,-0.6761654061763447
bb_191,bitbrains,h010,10,chronos2,0.3060916296163131,0.29287299329694383,0.013218636319369259,4,0.29287299329694383,0.3060916296163131,0.08791465524977526,0.14683003290366758
bb_191,bitbrains,h030,30,timesfm,0.07722626174433611,0.05932593544902032,0.017900326295315794,4,-0.3711532496800778,0.05932593544902032,0.07722626174433611,0.0021702337962937746
bb_191,bitbrains,h060,60,timesfm,-0.037011255122285425,-0.0759161942916653,0.03890493916937987,4,-0.16027934566370283,-0.0759161942916653,-0.037011255122285425,-0.11047518382091304
bb_191,bitbrains,h120,120,chronos2,-0.0566841775531024,-0.06861958442203275,0.011935406868930354,4,-1.2363962548991618,-0.0566841775531024,-0.06861958442203275,-0.9442414110892015
bb_192,bitbrains,h010,10,granite_ttm,0.18829747806717267,0.1467209358621704,0.04157654220500229,4,-0.09221996936379773,0.1467209358621704,0.11974689788498316,0.18829747806717267
bb_192,bitbrains,h030,30,chronos2,0.2642616281787482,0.17608920056504185,0.08817242761370636,4,-0.5733528797088956,0.2642616281787482,0.17608920056504185,0.03500388290697931
bb_192,bitbrains,h060,60,chronos2,-0.04137169039874644,-0.04758677456172378,0.006215084162977336,4,-0.10817534286964214,-0.04137169039874644,-0.04758677456172378,-0.12277193167598122
bb_192,bitbrains,h120,120,chronos2,-0.04365856623644171,-0.24311237416020215,0.19945380792376044,4,-1.4211612781785723,-0.04365856623644171,-0.24311237416020215,-2.397125833303171
bb_193,bitbrains,h010,10,chronos2,0.2648023134410471,0.2169931313321216,0.047809182108925485,4,0.2169931313321216,0.2648023134410471,0.10064632043755228,0.1865280396763903
bb_193,bitbrains,h030,30,chronos2,0.2057852068339825,0.06518240295754563,0.14060280387643687,4,-0.5223619636154668,0.2057852068339825,0.005048221818855558,0.06518240295754563
bb_193,bitbrains,h060,60,timesfm,-0.04418245976790858,-0.058589898393771156,0.014407438625862579,4,-0.15605379395875696,-0.058589898393771156,-0.04418245976790858,-0.07608175760378266
bb_193,bitbrains,h120,120,timesfm,-0.04451562169280465,-0.05545278373974649,0.01093716204694184,4,-1.5981541666871117,-0.05545278373974649,-0.04451562169280465,-0.23766427755697173
bb_194,bitbrains,h010,10,nnls,0.24862482330749391,0.22750881700676306,0.02111600630073085,4,0.24862482330749391,0.22750881700676306,0.06420114055950721,0.07074659900283442
bb_194,bitbrains,h030,30,chronos2,0.29672847942626246,0.07950668557931329,0.21722179384694917,4,-0.30184139049585945,0.29672847942626246,0.07950668557931329,-0.004512259384611639
bb_194,bitbrains,h060,60,timesfm,-0.04040436159294458,-0.09351333136118689,0.05310896976824231,4,-0.15951278093924226,-0.09351333136118689,-0.04040436159294458,-0.1603914738755685
bb_194,bitbrains,h120,120,chronos2,-0.04927663688113104,-0.07455940125614635,0.02528276437501531,4,-1.2514478695302569,-0.04927663688113104,-0.07455940125614635,-1.199325671153054
bb_195,bitbrains,h010,10,granite_ttm,0.06669337414151177,0.020418862013680927,0.04627451212783085,4,-0.427341607904534,-0.062114774492853186,0.020418862013680927,0.06669337414151177
bb_195,bitbrains,h030,30,chronos2,0.16025658721521496,-0.0003141069028900212,0.16057069411810498,4,-0.2579007756011593,0.16025658721521496,-0.0003141069028900212,-0.10677499093390752
bb_195,bitbrains,h060,60,timesfm,-0.0375053573955888,-0.0764324614332379,0.038927104037649096,4,-0.14839361027204667,-0.0764324614332379,-0.0375053573955888,-0.1963229581779833
bb_195,bitbrains,h120,120,timesfm,-0.07128731950648737,-0.12869507671519065,0.05740775720870328,4,-1.7680260634792728,-0.12869507671519065,-0.07128731950648737,-1.7242074136894
bb_196,bitbrains,h010,10,chronos2,0.42527283690618956,0.4009863328439225,0.024286504062267067,4,0.4009863328439225,0.42527283690618956,0.14280402941073855,0.24619140404890139
bb_196,bitbrains,h030,30,chronos2,0.2158014504222946,0.05020970684873549,0.1655917435735591,4,-0.6238363922845303,0.2158014504222946,0.029269096095884684,0.05020970684873549
bb_196,bitbrains,h060,60,timesfm,-0.038672329562998264,-0.06211335403225582,0.023441024469257554,4,-0.12322866070678962,-0.06211335403225582,-0.038672329562998264,-0.08859152133025683
bb_196,bitbrains,h120,120,timesfm,-0.04068590597561683,-0.06029939605139467,0.01961349007577784,4,-1.0355317151339256,-0.06029939605139467,-0.04068590597561683,-0.5063995146267362
bb_197,bitbrains,h010,10,granite_ttm,0.1538396456500749,0.11253423598174817,0.04130540966832674,4,0.10565091146681815,0.036407482323354,0.11253423598174817,0.1538396456500749
bb_197,bitbrains,h030,30,granite_ttm,-0.01866661972554451,-0.024213485329950934,0.005546865604406426,4,-0.6044898272361283,-0.09131333038570277,-0.024213485329950934,-0.01866661972554451
bb_197,bitbrains,h060,60,timesfm,-0.03783920445052957,-0.04430429828008897,0.0064650938295593985,4,-0.2399819637763556,-0.04430429828008897,-0.03783920445052957,-0.12293942240303135
bb_197,bitbrains,h120,120,timesfm,-0.06879153386294101,-0.09838113095573742,0.029589597092796405,4,-11.033122354441298,-0.09838113095573742,-0.06879153386294101,-1.0932561594814598
bb_198,bitbrains,h010,10,chronos2,0.2744308906818328,0.203949501745619,0.0704813889362138,4,0.08160821468646984,0.2744308906818328,0.1375674836881534,0.203949501745619
bb_198,bitbrains,h030,30,chronos2,0.19147835148910375,0.08398993932959353,0.10748841215951022,4,-0.06334324501426525,0.19147835148910375,0.04500045915701123,0.08398993932959353
bb_198,bitbrains,h060,60,timesfm,-0.04730365890042321,-0.055345535767531207,0.008041876867108,4,-0.16511851688118595,-0.055345535767531207,-0.04730365890042321,-0.07702555088180918
bb_198,bitbrains,h120,120,timesfm,-0.05639273462172989,-0.06000445158908341,0.0036117169673535177,4,-3.162644868642655,-0.06000445158908341,-0.05639273462172989,-0.508030838537803
bb_199,bitbrains,h010,10,nnls,0.23856670551020753,0.18855412783702652,0.05001257767318101,4,0.23856670551020753,0.18855412783702652,0.08210627650182067,0.09423660484740892
bb_199,bitbrains,h030,30,granite_ttm,0.05162226928178659,0.020119678603902402,0.03150259067788419,4,-0.1582380535175678,-0.12664253649282253,0.020119678603902402,0.05162226928178659
bb_199,bitbrains,h060,60,chronos2,-0.04558417735392206,-0.05184342511372142,0.006259247759799358,4,-0.4821823116297821,-0.04558417735392206,-0.05184342511372142,-0.15510691817222466
bb_199,bitbrains,h120,120,chronos2,-0.052030103773408554,-0.0612573819342741,0.009227278160865549,4,-1.7747066271681424,-0.052030103773408554,-0.0612573819342741,-0.9414199565234527
bb_200,bitbrains,h010,10,timesfm,0.32723164524036175,0.32073386989273034,0.006497775347631407,4,-229.91982301717832,0.32073386989273034,0.32723164524036175,-101.27114605378534
bb_200,bitbrains,h030,30,timesfm,0.028541565661325152,0.022161174166063335,0.006380391495261817,4,-12.286250359665283,0.022161174166063335,0.028541565661325152,-1.2826761649764835
bb_200,bitbrains,h060,60,timesfm,-0.010702085110107618,-0.010707382470461768,5.2973603541506264e-06,4,-0.03923121588395029,-0.010707382470461768,-0.010702085110107618,-0.05380472147370807
bb_200,bitbrains,h120,120,chronos2,0.8339283334634953,0.6063874268927412,0.2275409065707541,4,-9063.137968080546,0.8339283334634953,0.6063874268927412,-440.285314207113
bb_201,bitbrains,h010,10,granite_ttm,0.2553712483137257,0.1490171646744366,0.10635408363928911,4,-0.4326529447097758,0.1490171646744366,0.016204022117076056,0.2553712483137257
bb_201,bitbrains,h030,30,granite_ttm,0.11347370693709846,-0.013581078646391687,0.12705478558349015,4,-0.12445196978766049,-0.03901478643295775,-0.013581078646391687,0.11347370693709846
bb_201,bitbrains,h060,60,timesfm,-0.04200439182091098,-0.043694689124510466,0.0016902973035994862,4,-0.486860626515508,-0.043694689124510466,-0.04200439182091098,-0.043930356240345914
bb_201,bitbrains,h120,120,chronos2,-0.050392520579964906,-0.05451004028314532,0.004117519703180417,4,-2.960853711257531,-0.050392520579964906,-0.05451004028314532,-1.6507748957098811
bb_202,bitbrains,h010,10,chronos2,0.6074037503320018,0.38735106923003393,0.22005268110196785,4,0.38735106923003393,0.6074037503320018,0.09504437059733695,-0.04815369341203524
bb_202,bitbrains,h030,30,timesfm,-0.01243320808832138,-0.42143073193112013,0.40899752384279875,4,-0.42143073193112013,-0.6296242403965318,-0.01243320808832138,-1.1707589999269175
bb_202,bitbrains,h060,60,timesfm,-0.37350194298797246,-0.40964981510439347,0.03614787211642101,4,-0.40964981510439347,-0.4350532046917326,-0.37350194298797246,-1.1102643378377643
bb_202,bitbrains,h120,120,timesfm,-4.987151607679172,-7.34810453581091,2.360952928131738,4,-21.562353309489414,-7.34810453581091,-4.987151607679172,-18.780571582036355
bb_203,bitbrains,h010,10,chronos2,0.18088286673206988,0.03476144708594364,0.14612141964612624,4,-0.00783674357772024,0.18088286673206988,-0.049391032497293264,0.03476144708594364
bb_203,bitbrains,h030,30,chronos2,0.2269348481847473,0.11188365281041324,0.11505119537433406,4,-0.5582662015510351,0.2269348481847473,0.11188365281041324,-0.042874069630743916
bb_203,bitbrains,h060,60,timesfm,-0.07353275918157176,-0.10696154418968251,0.03342878500811075,4,-0.3114624568044797,-0.10696154418968251,-0.07353275918157176,-0.20808529270149756
bb_203,bitbrains,h120,120,chronos2,-0.14361011150888348,-0.18616391771444274,0.042553806205559264,4,-1.7142468306750702,-0.14361011150888348,-0.18616391771444274,-1.1723031618850333
bb_204,bitbrains,h010,10,nnls,0.18049063979305802,0.11200579693711299,0.06848484285594503,4,0.18049063979305802,0.06943780448927239,0.0022426810051586754,0.11200579693711299
bb_204,bitbrains,h030,30,granite_ttm,0.05268849256352648,-0.01802459562526093,0.07071308818878741,4,-0.17725536402794417,-0.01802459562526093,-0.02989454380695422,0.05268849256352648
bb_204,bitbrains,h060,60,granite_ttm,-0.016471768761966654,-0.042458846436551845,0.02598707767458519,4,-0.22583696939062992,-0.04326570014937148,-0.042458846436551845,-0.016471768761966654
bb_204,bitbrains,h120,120,timesfm,-0.047880921983401326,-0.06059542907951965,0.012714507096118322,4,-2.2085718589268066,-0.06059542907951965,-0.047880921983401326,-0.9879710786303242
bb_205,bitbrains,h010,10,nnls,0.24147983023178943,0.2338170874870492,0.007662742744740214,4,0.24147983023178943,0.2338170874870492,0.02634021101480366,0.056187283876200644
bb_205,bitbrains,h030,30,chronos2,0.2094649321095885,0.031110010237455854,0.17835492187213264,4,-0.15184211386597113,0.2094649321095885,0.031110010237455854,-0.0015721929790371014
bb_205,bitbrains,h060,60,timesfm,-0.04293198004396581,-0.06163695606534669,0.01870497602138088,4,-0.12884966540241893,-0.06968518267839774,-0.04293198004396581,-0.06163695606534669
bb_205,bitbrains,h120,120,timesfm,-0.04281043307033472,-0.051971268906881196,0.009160835836546477,4,-1.3367906631469566,-0.051971268906881196,-0.04281043307033472,-0.6068574470322019
bb_206,bitbrains,h010,10,granite_ttm,0.29364162535918636,0.13324788270459687,0.1603937426545895,4,-0.36245369824788454,0.12627298880477067,0.13324788270459687,0.29364162535918636
bb_206,bitbrains,h030,30,chronos2,0.23127849194316497,0.08787529199330657,0.1434031999498584,4,-0.34440270643458404,0.23127849194316497,0.004378901805436652,0.08787529199330657
bb_206,bitbrains,h060,60,timesfm,-0.04443642225473887,-0.0469679435815924,0.0025315213268535253,4,-0.12948086263473058,-0.0469679435815924,-0.04443642225473887,-0.08664709004321369
bb_206,bitbrains,h120,120,chronos2,-0.05982115486969919,-0.08260309649454656,0.02278194162484737,4,-3.038410481076909,-0.05982115486969919,-0.08260309649454656,-0.8474671499924167
bb_207,bitbrains,h010,10,granite_ttm,0.12117102620669473,0.020784320268385947,0.10038670593830878,4,-0.005484853282722302,0.020784320268385947,-0.008872523845256719,0.12117102620669473
bb_207,bitbrains,h030,30,granite_ttm,0.011957393841532493,-0.044517737466039264,0.05647513130757176,4,-0.553826117844489,-0.1309780198237045,-0.044517737466039264,0.011957393841532493
bb_207,bitbrains,h060,60,chronos2,-0.04551350543333288,-0.04903823610363167,0.0035247306702987924,4,-0.2701179540103751,-0.04551350543333288,-0.04903823610363167,-0.10091213700105017
bb_207,bitbrains,h120,120,timesfm,-0.047006223808619296,-0.05046387738355773,0.003457653574938435,4,-0.8926319980911022,-0.05046387738355773,-0.047006223808619296,-0.491794282686683
bb_208,bitbrains,h010,10,granite_ttm,0.11614281195868048,0.02181861269686125,0.09432419926181923,4,-0.11004814025053111,0.02181861269686125,0.003989933158829229,0.11614281195868048
bb_208,bitbrains,h030,30,chronos2,0.39985148997492614,0.149953368719967,0.24989812125495914,4,-0.43518499869912874,0.39985148997492614,0.019640842098266775,0.149953368719967
bb_208,bitbrains,h060,60,chronos2,-0.04228476007284265,-0.05930209532965636,0.017017335256813704,4,-0.1049208412283762,-0.04228476007284265,-0.05930209532965636,-0.09110961848999666
bb_208,bitbrains,h120,120,timesfm,-0.03988245606673857,-0.04195292867689715,0.00207047261015858,4,-2.5395608664612177,-0.04195292867689715,-0.03988245606673857,-0.2804526308110502
bb_209,bitbrains,h010,10,timesfm,0.6287130678386049,0.6110515905298806,0.01766147730872436,4,0.6110515905298806,0.45128401734003565,0.6287130678386049,0.5866948538142339
bb_209,bitbrains,h030,30,timesfm,0.5720505059398614,0.30932977942055284,0.26272072651930856,4,-4.81958140295074,0.30932977942055284,0.5720505059398614,0.26392314127211147
bb_209,bitbrains,h060,60,timesfm,-0.12362662546502312,-0.3013340121657633,0.17770738670074016,4,-1.335935906323634,-0.3013340121657633,-0.12362662546502312,-0.3680798955276401
bb_209,bitbrains,h120,120,granite_ttm,-0.09437638731758469,-0.10195353976683896,0.007577152449254276,4,-1.1092635578250984,-0.10195353976683896,-0.10316164816323603,-0.09437638731758469
bb_210,bitbrains,h010,10,chronos2,0.29025650008536863,0.18975668790174127,0.10049981218362736,4,0.13447493132005672,0.29025650008536863,0.1145477298861336,0.18975668790174127
bb_210,bitbrains,h030,30,granite_ttm,0.1294463622827733,0.05874601169832472,0.07070035058444857,4,-0.2737981568479839,-0.230745440848807,0.05874601169832472,0.1294463622827733
bb_210,bitbrains,h060,60,timesfm,-0.062287786119455735,-0.06374455264659584,0.0014567665271401076,4,-0.32464781849799795,-0.06374455264659584,-0.062287786119455735,-0.21975625246280073
bb_210,bitbrains,h120,120,chronos2,-0.04254414450946631,-0.05566523863576234,0.013121094126296029,4,-27.931450905008646,-0.04254414450946631,-0.05566523863576234,-1.4618503574063815
bb_211,bitbrains,h010,10,nnls,0.6381561559396707,0.6087806755989174,0.029375480340753324,4,0.6381561559396707,0.6087806755989174,0.3278583761603606,0.29865329849229716
bb_211,bitbrains,h030,30,timesfm,-0.037140282780729894,-0.05645050396086826,0.019310221180138365,4,-0.13106006956119853,-0.05645050396086826,-0.037140282780729894,-0.2618018920869498
bb_211,bitbrains,h060,60,timesfm,-0.32297592388433105,-0.40216119684610185,0.0791852729617708,4,-0.6443499071660932,-0.7283044775783984,-0.32297592388433105,-0.40216119684610185
bb_211,bitbrains,h120,120,granite_ttm,0.17626563996899092,0.024913229455905017,0.1513524105130859,4,-0.5819321185866235,-0.27473941430018334,0.024913229455905017,0.17626563996899092
bb_212,bitbrains,h010,10,chronos2,0.18156056412906207,0.1814605386511361,0.00010002547792598016,4,0.12095844527708688,0.18156056412906207,0.05548052546490312,0.1814605386511361
bb_212,bitbrains,h030,30,nnls,0.12964651726598286,-0.0033286779261207933,0.13297519519210366,4,0.12964651726598286,-0.02704167047456063,-0.0033286779261207933,-0.12092480451506904
bb_212,bitbrains,h060,60,chronos2,-0.0318171835816754,-0.0538657664325235,0.022048582850848097,4,-0.24014195649255243,-0.0318171835816754,-0.0538657664325235,-0.24507348642214355
bb_212,bitbrains,h120,120,timesfm,-0.049428793475641,-0.05364224958757258,0.004213456111931579,4,-3.0578392240719445,-0.05364224958757258,-0.049428793475641,-0.19541658053494637
bb_213,bitbrains,h010,10,nnls,0.736867098918873,0.6794132214810077,0.05745387743786534,4,0.736867098918873,0.6794132214810077,0.5795326804857561,0.5166718041037797
bb_213,bitbrains,h030,30,nnls,0.3419313403637726,0.23891146160113075,0.10301987876264185,4,0.3419313403637726,0.16017479275005364,0.23891146160113075,0.12523683140941722
bb_213,bitbrains,h060,60,timesfm,-0.17202615423232204,-0.29307034657979103,0.12104419234746899,4,-0.4319112948566268,-0.5621761349910932,-0.17202615423232204,-0.29307034657979103
bb_213,bitbrains,h120,120,granite_ttm,0.23815609844026486,0.05024686257843358,0.18790923586183128,4,-0.30606343645462,-0.20081184602111835,0.05024686257843358,0.23815609844026486
bb_214,bitbrains,h010,10,chronos2,0.2587335404267006,0.19082238571363097,0.06791115471306963,4,0.19082238571363097,0.2587335404267006,0.012638764856301554,0.07911758121898349
bb_214,bitbrains,h030,30,chronos2,0.3397672871792682,0.12700483389875794,0.21276245328051024,4,0.11767270216750847,0.3397672871792682,0.05490834840099634,0.12700483389875794
bb_214,bitbrains,h060,60,chronos2,-0.0404389246712622,-0.04469222346996804,0.00425329879870584,4,-0.09075902989813245,-0.0404389246712622,-0.04469222346996804,-0.09655373895952768
bb_214,bitbrains,h120,120,chronos2,-0.06118363985061759,-0.07845432685584997,0.017270687005232377,4,-18.39969456014465,-0.06118363985061759,-0.07845432685584997,-0.7726782654315281
bb_215,bitbrains,h010,10,chronos2,0.3852906499007015,0.23420821503881362,0.15108243486188788,4,-0.019251719945678314,0.3852906499007015,0.18003845637498994,0.23420821503881362
bb_215,bitbrains,h030,30,chronos2,0.13449161530831144,0.025101561491540303,0.10939005381677114,4,-0.07346410029958639,0.13449161530831144,0.012952797185196485,0.025101561491540303
bb_215,bitbrains,h060,60,timesfm,-0.046409015841470724,-0.05823135368911703,0.011822337847646303,4,-0.6744808289429383,-0.05823135368911703,-0.046409015841470724,-0.19810262587335004
bb_215,bitbrains,h120,120,timesfm,-0.06121348094859935,-0.07238921177779867,0.011175730829199315,4,-40.64569734243982,-0.07238921177779867,-0.06121348094859935,-2.3576190239327377
bb_216,bitbrains,h010,10,chronos2,0.30438674917651676,0.2252835477185826,0.07910320145793415,4,0.14436553908175942,0.30438674917651676,0.10647052675526458,0.2252835477185826
bb_216,bitbrains,h030,30,nnls,0.11010187581966713,0.002321566607521919,0.10778030921214521,4,0.11010187581966713,-0.05736582377647648,0.002321566607521919,-0.11998806527379458
bb_216,bitbrains,h060,60,chronos2,-0.033948532849437996,-0.05650364002158348,0.022555107172145483,4,-0.16402941459716347,-0.033948532849437996,-0.05650364002158348,-0.2759548421080993
bb_216,bitbrains,h120,120,timesfm,-0.04284004133775676,-0.049625322233892044,0.006785280896135282,4,-5.871895819521252,-0.049625322233892044,-0.04284004133775676,-0.3900394436965018
bb_217,bitbrains,h010,10,chronos2,0.16032834716177824,0.052838762974236286,0.10748958418754195,4,0.052838762974236286,0.16032834716177824,-0.007812548363974825,0.02506995479504459
bb_217,bitbrains,h030,30,chronos2,0.13187604612644677,0.0026084837119442206,0.12926756241450255,4,-0.11045096556806877,0.13187604612644677,0.0026084837119442206,-0.141378552211739
bb_217,bitbrains,h060,60,chronos2,-0.05792550808498831,-0.05851613627677521,0.0005906281917869016,4,-1.010081047660699,-0.05792550808498831,-0.05851613627677521,-0.21853779863816736
bb_217,bitbrains,h120,120,chronos2,-0.05451559049634902,-0.09831292565294447,0.04379733515659545,4,-85.83432284167749,-0.05451559049634902,-0.09831292565294447,-3.7189201008054225
bb_219,bitbrains,h010,10,nnls,0.7948547108508863,0.6633256593295661,0.13152905152132022,4,0.7948547108508863,0.6633256593295661,0.6260067857490261,0.5679859909747655
bb_219,bitbrains,h030,30,timesfm,0.35710292152620504,0.30724553521127596,0.049857386314929086,4,0.30724553521127596,0.03286267788660757,0.35710292152620504,0.12160812563105783
bb_219,bitbrains,h060,60,timesfm,-0.03529001650609831,-0.31105290041206723,0.2757628839059689,4,-0.5314035371343968,-0.31105290041206723,-0.03529001650609831,-0.3216670223525324
bb_219,bitbrains,h120,120,granite_ttm,0.22960194158823222,0.036324125246341654,0.19327781634189056,4,-0.2857962058576271,-0.10615782418795083,0.036324125246341654,0.22960194158823222
bb_220,bitbrains,h010,10,nnls,0.8138338074602705,0.7571385438715785,0.056695263588691924,4,0.8138338074602705,0.7571385438715785,0.6200383694753318,0.5538522089426385
bb_220,bitbrains,h030,30,timesfm,0.19060141203760672,0.13750078454189452,0.053100627495712205,4,0.09091516889627327,0.13750078454189452,0.19060141203760672,-0.017996551889857937
bb_220,bitbrains,h060,60,timesfm,-0.251356559909087,-0.38164749596345193,0.13029093605436493,4,-0.7644249021540199,-0.4615197929875805,-0.251356559909087,-0.38164749596345193
